Date,Product_ID,Product_Name,Warehouse,Quantity_On_Hand,Quantity_Reserved,Quantity_Available,Reorder_Point,Reorder_Quantity,Unit_Cost,Total_Value,Last_Received,Next_Expected,Status
2024-12-01,PROD-08175,Product 1046,Warehouse-North,235,50,185,38,126,755.01,177427.35,2024-11-13,2025-01-08,Normal
2024-12-01,PROD-72061,Product 2203,Warehouse-West,898,25,873,44,115,1580.2,1419019.6,2024-11-07,2025-01-07,Reorder Required
2024-12-01,PROD-19367,Product 3966,Warehouse-West,774,50,724,45,111,1773.1,1372379.4,2024-11-14,2024-12-20,Normal
2024-12-01,PROD-89418,Product 9028,Warehouse-South,513,10,503,99,99,470.45,241340.85,2024-11-28,2025-01-13,Reorder Required
2024-12-01,PROD-74796,Product 9759,Warehouse-Central,306,43,263,78,109,34.17,10456.02,2024-11-20,2024-12-08,Normal
2024-12-01,PROD-04942,Product 9324,Warehouse-West,782,9,773,24,83,958.54,749578.28,2024-11-15,2024-12-28,Normal
2024-12-01,PROD-24784,Product 4972,Warehouse-East,54,49,5,50,199,635.15,34298.1,2024-11-11,2025-01-14,Low Stock
2024-12-01,PROD-05457,Product 5799,Warehouse-West,548,7,541,83,105,1154.45,632638.6,2024-11-17,2024-12-15,Normal
2024-12-01,PROD-59040,Product 8452,Warehouse-Midwest,900,10,890,59,156,1716.58,1544922.0,2024-11-28,2024-12-06,Reorder Required
2024-12-01,PROD-73471,Product 9662,Warehouse-East,244,33,211,92,157,791.7,193174.8,2024-11-25,2024-12-18,Overstocked
2024-12-01,PROD-23057,Product 8641,Warehouse-North,563,17,546,51,121,274.81,154718.03,2024-11-07,2025-01-10,Reorder Required
2024-12-01,PROD-72467,Product 9408,Warehouse-East,454,2,452,98,174,1764.77,801205.58,2024-11-11,2024-12-22,Low Stock
2024-12-01,PROD-33663,Product 2239,Warehouse-South,623,49,574,37,145,526.91,328264.93,2024-11-02,2024-12-25,Normal
2024-12-01,PROD-28789,Product 5366,Warehouse-Midwest,832,43,789,64,151,610.49,507927.68,2024-11-15,2024-12-11,Normal
2024-12-01,PROD-96849,Product 5093,Warehouse-West,492,46,446,54,146,157.52,77499.84,2024-11-01,2024-12-27,Normal
2024-12-01,PROD-45641,Product 7901,Warehouse-West,239,20,219,79,153,1534.3,366697.7,2024-11-01,2024-12-26,Reorder Required
2024-12-01,PROD-27833,Product 6657,Warehouse-Central,65,15,50,44,136,52.0,3380.0,2024-11-20,2025-01-13,Normal
2024-12-01,PROD-54251,Product 9332,Warehouse-East,906,20,886,91,86,1052.87,953900.22,2024-11-30,2024-12-31,Reorder Required
2024-12-01,PROD-26882,Product 9175,Warehouse-East,164,19,145,25,125,1136.03,186308.92,2024-11-10,2024-12-03,Reorder Required
2024-12-01,PROD-27149,Product 9499,Warehouse-Midwest,983,18,965,96,96,991.81,974949.23,2024-11-14,2025-01-09,Overstocked
2024-12-01,PROD-84515,Product 8532,Warehouse-Midwest,267,17,250,56,83,426.26,113811.42,2024-11-15,2025-01-15,Low Stock
2024-12-01,PROD-50083,Product 9416,Warehouse-North,775,37,738,58,155,1379.23,1068903.25,2024-11-25,2024-12-22,Normal
2024-12-01,PROD-21535,Product 7521,Warehouse-Midwest,707,12,695,98,166,42.45,30012.15,2024-11-13,2024-12-29,Reorder Required
2024-12-01,PROD-28666,Product 7675,Warehouse-West,338,15,323,64,106,178.12,60204.56,2024-11-05,2024-12-06,Low Stock
2024-12-01,PROD-23786,Product 2190,Warehouse-West,421,28,393,83,172,502.49,211548.29,2024-11-25,2024-12-26,Normal
2024-12-01,PROD-36169,Product 8875,Warehouse-West,716,37,679,43,141,1294.93,927169.88,2024-11-23,2025-01-11,Normal
2024-12-01,PROD-52144,Product 2816,Warehouse-Central,876,46,830,67,83,1547.98,1356030.48,2024-11-26,2024-12-25,Overstocked
2024-12-01,PROD-85876,Product 4525,Warehouse-North,732,0,732,35,196,96.8,70857.6,2024-11-02,2025-01-13,Reorder Required
2024-12-01,PROD-15380,Product 6986,Warehouse-West,94,17,77,75,145,888.53,83521.82,2024-11-09,2024-12-28,Normal
2024-12-01,PROD-81256,Product 1840,Warehouse-Midwest,397,38,359,21,115,1704.92,676853.24,2024-11-28,2024-12-14,Low Stock
2024-12-01,PROD-04779,Product 9909,Warehouse-South,586,48,538,30,114,1038.18,608373.48,2024-11-03,2024-12-12,Normal
2024-12-01,PROD-72404,Product 7722,Warehouse-North,97,13,84,23,87,1859.92,180412.24,2024-11-23,2025-01-05,Normal
2024-12-01,PROD-97414,Product 5012,Warehouse-South,229,46,183,27,102,1538.18,352243.22,2024-11-23,2024-12-27,Normal
2024-12-01,PROD-60650,Product 1983,Warehouse-Midwest,410,24,386,50,93,592.97,243117.7,2024-11-10,2024-12-30,Reorder Required
2024-12-01,PROD-73279,Product 8108,Warehouse-Midwest,192,31,161,94,102,1913.69,367428.48,2024-11-06,2025-01-11,Overstocked
2024-12-01,PROD-70102,Product 7424,Warehouse-North,166,34,132,20,96,1206.5,200279.0,2024-11-09,2024-12-29,Reorder Required
2024-12-01,PROD-97056,Product 1032,Warehouse-East,151,12,139,93,187,984.66,148683.66,2024-11-07,2025-01-02,Normal
2024-12-01,PROD-98609,Product 2705,Warehouse-West,301,42,259,44,73,205.79,61942.79,2024-11-17,2024-12-08,Normal
2024-12-01,PROD-79274,Product 9193,Warehouse-Central,145,30,115,28,199,582.94,84526.3,2024-11-13,2025-01-01,Overstocked
2024-12-01,PROD-83159,Product 5650,Warehouse-Central,322,45,277,52,138,112.06,36083.32,2024-11-05,2024-12-19,Overstocked
2024-12-01,PROD-53400,Product 4350,Warehouse-North,809,45,764,69,101,1619.48,1310159.32,2024-11-16,2024-12-13,Reorder Required
2024-12-01,PROD-01645,Product 8761,Warehouse-West,135,45,90,31,147,1199.51,161933.85,2024-11-11,2024-12-26,Overstocked
2024-12-01,PROD-93207,Product 3048,Warehouse-Central,543,9,534,37,61,1929.75,1047854.25,2024-11-10,2024-12-21,Overstocked
2024-12-01,PROD-01086,Product 8572,Warehouse-East,819,34,785,25,128,1398.45,1145330.55,2024-11-05,2025-01-02,Normal
2024-12-01,PROD-99243,Product 9212,Warehouse-East,904,18,886,63,97,483.62,437192.48,2024-11-03,2024-12-30,Overstocked
2024-12-01,PROD-83454,Product 1385,Warehouse-Midwest,735,40,695,82,117,921.68,677434.8,2024-11-04,2024-12-08,Normal
2024-12-01,PROD-72688,Product 2320,Warehouse-East,531,1,530,76,100,1020.12,541683.72,2024-11-21,2024-12-24,Normal
2024-12-01,PROD-96722,Product 3910,Warehouse-West,345,36,309,76,170,1352.27,466533.15,2024-11-20,2025-01-06,Reorder Required
2024-12-01,PROD-75062,Product 2538,Warehouse-East,61,24,37,94,62,1233.38,75236.18,2024-11-26,2025-01-08,Low Stock
2024-12-01,PROD-25803,Product 6044,Warehouse-North,860,41,819,68,52,997.87,858168.2,2024-11-13,2025-01-08,Low Stock
2024-12-01,PROD-09186,Product 7267,Warehouse-Central,355,4,351,81,151,1757.09,623766.95,2024-11-24,2025-01-12,Overstocked
2024-12-01,PROD-19440,Product 6251,Warehouse-West,269,7,262,57,145,1391.55,374326.95,2024-11-19,2024-12-12,Low Stock
2024-12-01,PROD-97752,Product 8816,Warehouse-Midwest,607,34,573,81,52,37.53,22780.71,2024-11-02,2024-12-10,Normal
2024-12-01,PROD-35712,Product 4893,Warehouse-North,90,13,77,75,81,37.63,3386.7,2024-11-09,2024-12-07,Low Stock
2024-12-01,PROD-97961,Product 4151,Warehouse-East,393,30,363,46,54,852.46,335016.78,2024-11-05,2024-12-11,Normal
2024-12-01,PROD-72783,Product 5799,Warehouse-South,949,14,935,83,93,600.84,570197.16,2024-11-09,2025-01-11,Reorder Required
2024-12-01,PROD-93238,Product 4256,Warehouse-South,922,38,884,38,135,1972.37,1818525.14,2024-11-16,2024-12-25,Normal
2024-12-01,PROD-69437,Product 4339,Warehouse-West,264,17,247,92,154,346.27,91415.28,2024-11-16,2024-12-06,Low Stock
2024-12-01,PROD-81924,Product 3946,Warehouse-Central,391,16,375,83,161,1051.23,411030.93,2024-11-11,2024-12-17,Reorder Required
2024-12-01,PROD-45235,Product 2153,Warehouse-East,531,12,519,95,142,947.48,503111.88,2024-11-05,2024-12-19,Reorder Required
2024-12-01,PROD-81487,Product 9486,Warehouse-South,45,28,17,94,184,1062.72,47822.4,2024-11-15,2024-12-11,Low Stock
2024-12-01,PROD-42812,Product 5240,Warehouse-Midwest,448,30,418,99,155,489.82,219439.36,2024-11-23,2024-12-19,Reorder Required
2024-12-01,PROD-56661,Product 9562,Warehouse-East,855,12,843,38,109,901.05,770397.75,2024-11-30,2025-01-03,Low Stock
2024-12-01,PROD-50999,Product 7626,Warehouse-South,686,21,665,36,170,207.9,142619.4,2024-11-16,2025-01-03,Overstocked
2024-12-01,PROD-22621,Product 6067,Warehouse-Midwest,416,8,408,58,57,1976.44,822199.04,2024-11-04,2025-01-01,Normal
2024-12-01,PROD-72982,Product 5087,Warehouse-North,405,43,362,46,82,1465.01,593329.05,2024-11-02,2024-12-23,Reorder Required
2024-12-01,PROD-43887,Product 6084,Warehouse-North,136,44,92,84,170,934.31,127066.16,2024-11-10,2025-01-01,Low Stock
2024-12-01,PROD-19349,Product 2027,Warehouse-West,933,34,899,65,104,946.64,883215.12,2024-11-13,2024-12-09,Normal
2024-12-01,PROD-21187,Product 4612,Warehouse-South,846,32,814,89,93,845.4,715208.4,2024-11-08,2024-12-31,Overstocked
2024-12-01,PROD-52436,Product 4416,Warehouse-East,426,17,409,75,79,1179.66,502535.16,2024-11-08,2024-12-17,Reorder Required
2024-12-01,PROD-22381,Product 6336,Warehouse-Midwest,583,13,570,24,51,640.09,373172.47,2024-11-26,2025-01-03,Overstocked
2024-12-01,PROD-82536,Product 7884,Warehouse-Midwest,368,15,353,27,60,127.16,46794.88,2024-11-08,2025-01-08,Overstocked
2024-12-01,PROD-73564,Product 3427,Warehouse-West,518,48,470,47,65,909.94,471348.92,2024-11-03,2024-12-13,Overstocked
2024-12-01,PROD-23481,Product 3311,Warehouse-Central,168,23,145,66,112,287.37,48278.16,2024-11-18,2025-01-09,Overstocked
2024-12-01,PROD-35871,Product 6483,Warehouse-South,480,11,469,32,72,1549.09,743563.2,2024-11-22,2024-12-16,Normal
2024-12-01,PROD-37942,Product 8167,Warehouse-East,295,17,278,61,95,1847.1,544894.5,2024-11-03,2024-12-31,Normal
2024-12-01,PROD-94733,Product 9818,Warehouse-West,749,24,725,43,88,1030.16,771589.84,2024-11-02,2025-01-04,Overstocked
2024-12-01,PROD-73799,Product 2294,Warehouse-Central,995,43,952,60,91,1864.51,1855187.45,2024-11-27,2024-12-20,Reorder Required
2024-12-01,PROD-14297,Product 1688,Warehouse-North,436,41,395,20,169,1756.82,765973.52,2024-11-27,2025-01-05,Normal
2024-12-01,PROD-51775,Product 2640,Warehouse-East,168,14,154,46,169,1891.41,317756.88,2024-11-06,2025-01-07,Normal
2024-12-01,PROD-71200,Product 8692,Warehouse-North,185,6,179,61,91,235.89,43639.65,2024-11-14,2024-12-14,Normal
2024-12-01,PROD-52021,Product 9375,Warehouse-North,846,22,824,58,57,1308.82,1107261.72,2024-11-01,2025-01-15,Normal
2024-12-01,PROD-24738,Product 3053,Warehouse-Midwest,181,11,170,29,178,506.81,91732.61,2024-11-06,2024-12-22,Normal
2024-12-01,PROD-08737,Product 1648,Warehouse-Midwest,305,4,301,71,69,14.19,4327.95,2024-11-28,2024-12-22,Overstocked
2024-12-01,PROD-43176,Product 4553,Warehouse-West,673,4,669,51,161,1489.76,1002608.48,2024-11-15,2024-12-27,Low Stock
2024-12-01,PROD-41949,Product 9210,Warehouse-North,264,4,260,55,106,1965.02,518765.28,2024-11-27,2024-12-26,Normal
2024-12-01,PROD-64275,Product 6817,Warehouse-North,710,4,706,81,91,1289.91,915836.1,2024-11-05,2025-01-05,Overstocked
2024-12-01,PROD-66639,Product 6704,Warehouse-West,230,15,215,22,137,1418.13,326169.9,2024-11-13,2024-12-14,Normal
2024-12-01,PROD-69394,Product 9972,Warehouse-Midwest,907,45,862,42,178,1144.62,1038170.34,2024-11-30,2025-01-09,Normal
2024-12-01,PROD-51772,Product 4262,Warehouse-Central,664,33,631,69,165,596.56,396115.84,2024-11-05,2024-12-03,Normal
2024-12-01,PROD-80914,Product 1883,Warehouse-North,132,11,121,81,135,1415.26,186814.32,2024-11-28,2024-12-02,Normal
2024-12-01,PROD-55561,Product 9366,Warehouse-Midwest,531,40,491,53,58,495.02,262855.62,2024-11-04,2024-12-23,Reorder Required
2024-12-01,PROD-37533,Product 8069,Warehouse-South,238,27,211,93,138,1361.19,323963.22,2024-11-15,2025-01-12,Overstocked
2024-12-01,PROD-11661,Product 8886,Warehouse-Central,201,46,155,26,105,1157.14,232585.14,2024-11-23,2024-12-26,Normal
2024-12-01,PROD-98918,Product 6357,Warehouse-South,163,50,113,48,147,1845.44,300806.72,2024-11-28,2024-12-11,Overstocked
2024-12-01,PROD-28774,Product 4238,Warehouse-South,697,36,661,56,93,126.56,88212.32,2024-11-29,2024-12-27,Reorder Required
2024-12-01,PROD-83525,Product 1711,Warehouse-East,867,20,847,71,72,783.11,678956.37,2024-11-06,2024-12-14,Low Stock
2024-12-01,PROD-67932,Product 3238,Warehouse-North,867,10,857,100,124,182.44,158175.48,2024-11-07,2024-12-12,Reorder Required
2024-12-01,PROD-68877,Product 5129,Warehouse-Midwest,739,10,729,99,162,932.19,688888.41,2024-11-06,2025-01-04,Reorder Required
2024-12-01,PROD-06833,Product 8478,Warehouse-East,407,38,369,29,89,1074.68,437394.76,2024-11-27,2024-12-04,Low Stock
2024-12-01,PROD-75037,Product 9335,Warehouse-East,240,50,190,71,73,1897.01,455282.4,2024-11-18,2024-12-13,Normal
2024-12-01,PROD-89549,Product 6863,Warehouse-Central,598,29,569,28,113,174.19,104165.62,2024-11-17,2024-12-11,Reorder Required
2024-12-01,PROD-57559,Product 3997,Warehouse-North,161,15,146,64,129,1317.37,212096.57,2024-11-13,2024-12-20,Normal
2024-12-01,PROD-68327,Product 7308,Warehouse-East,747,3,744,39,139,1463.13,1092958.11,2024-11-10,2025-01-05,Normal
2024-12-01,PROD-32040,Product 7199,Warehouse-Central,785,9,776,50,130,498.41,391251.85,2024-11-30,2025-01-13,Normal
2024-12-01,PROD-57139,Product 6851,Warehouse-Central,825,46,779,89,111,1034.64,853578.0,2024-11-01,2024-12-11,Normal
2024-12-01,PROD-52491,Product 2333,Warehouse-Midwest,751,4,747,21,80,1340.87,1006993.37,2024-11-05,2025-01-04,Low Stock
2024-12-01,PROD-61459,Product 3844,Warehouse-West,308,43,265,21,185,1325.34,408204.72,2024-11-29,2025-01-02,Normal
2024-12-01,PROD-49382,Product 3308,Warehouse-Central,826,20,806,90,136,31.76,26233.76,2024-11-10,2024-12-24,Overstocked
2024-12-01,PROD-15741,Product 4451,Warehouse-West,624,39,585,28,136,966.28,602958.72,2024-11-08,2024-12-25,Normal
2024-12-01,PROD-89683,Product 7205,Warehouse-Central,312,33,279,70,170,631.04,196884.48,2024-11-02,2025-01-03,Normal
2024-12-01,PROD-54348,Product 7011,Warehouse-Central,881,42,839,86,195,417.59,367896.79,2024-11-25,2025-01-04,Normal
2024-12-01,PROD-03792,Product 8391,Warehouse-North,539,13,526,45,58,253.03,136383.17,2024-11-28,2025-01-11,Low Stock
2024-12-01,PROD-45651,Product 8653,Warehouse-South,643,29,614,68,146,1409.24,906141.32,2024-11-25,2024-12-16,Overstocked
2024-12-01,PROD-51140,Product 2554,Warehouse-East,519,22,497,66,176,517.44,268551.36,2024-11-08,2025-01-11,Normal
2024-12-01,PROD-38852,Product 6338,Warehouse-Midwest,165,21,144,61,97,1283.44,211767.6,2024-11-02,2024-12-04,Reorder Required
2024-12-01,PROD-28913,Product 3732,Warehouse-Central,818,18,800,88,166,1629.32,1332783.76,2024-11-13,2024-12-11,Normal
2024-12-01,PROD-54361,Product 2793,Warehouse-Midwest,753,39,714,94,124,95.89,72205.17,2024-11-17,2025-01-04,Overstocked
2024-12-01,PROD-93426,Product 7076,Warehouse-Central,524,10,514,88,69,10.81,5664.44,2024-11-11,2024-12-05,Overstocked
2024-12-01,PROD-14642,Product 2687,Warehouse-West,304,44,260,23,90,998.17,303443.68,2024-11-09,2024-12-10,Low Stock
2024-12-01,PROD-56756,Product 1206,Warehouse-Central,490,1,489,74,84,1590.7,779443.0,2024-11-10,2025-01-09,Reorder Required
2024-12-01,PROD-92105,Product 7436,Warehouse-East,10,4,6,75,149,476.05,4760.5,2024-11-26,2025-01-12,Low Stock
2024-12-01,PROD-78058,Product 7535,Warehouse-Midwest,270,25,245,44,141,856.11,231149.7,2024-11-06,2024-12-18,Normal
2024-12-01,PROD-23523,Product 5387,Warehouse-South,437,32,405,70,174,234.41,102437.17,2024-11-26,2024-12-13,Normal
2024-12-01,PROD-90691,Product 3775,Warehouse-East,814,27,787,40,154,1544.15,1256938.1,2024-11-17,2024-12-20,Normal
2024-12-01,PROD-57241,Product 5146,Warehouse-Central,961,19,942,80,113,516.16,496029.76,2024-11-06,2024-12-16,Low Stock
2024-12-01,PROD-65524,Product 2557,Warehouse-West,315,45,270,22,180,1745.28,549763.2,2024-11-14,2024-12-21,Normal
2024-12-01,PROD-06333,Product 7066,Warehouse-Central,350,36,314,57,157,271.57,95049.5,2024-11-06,2025-01-08,Normal
2024-12-01,PROD-67613,Product 9369,Warehouse-Central,228,47,181,23,129,1112.87,253734.36,2024-11-21,2024-12-19,Low Stock
2024-12-01,PROD-77216,Product 4275,Warehouse-Central,161,32,129,36,60,482.73,77719.53,2024-11-08,2024-12-02,Normal
2024-12-01,PROD-52661,Product 8270,Warehouse-South,248,43,205,34,178,836.12,207357.76,2024-11-06,2024-12-29,Normal
2024-12-01,PROD-94352,Product 3416,Warehouse-South,140,41,99,50,109,14.85,2079.0,2024-11-21,2025-01-11,Reorder Required
2024-12-01,PROD-21155,Product 4658,Warehouse-Midwest,925,9,916,25,63,846.1,782642.5,2024-11-07,2024-12-21,Reorder Required
2024-12-01,PROD-46229,Product 3208,Warehouse-West,929,0,929,52,199,103.07,95752.03,2024-11-12,2024-12-03,Normal
2024-12-01,PROD-71064,Product 2583,Warehouse-Central,143,50,93,94,196,365.95,52330.85,2024-11-22,2024-12-04,Low Stock
2024-12-01,PROD-63886,Product 7531,Warehouse-North,615,2,613,82,74,124.17,76364.55,2024-11-19,2025-01-06,Reorder Required
2024-12-01,PROD-99787,Product 4712,Warehouse-East,945,12,933,71,147,1709.64,1615609.8,2024-11-04,2025-01-04,Normal
2024-12-01,PROD-29212,Product 5916,Warehouse-West,289,14,275,35,126,1932.7,558550.3,2024-11-17,2024-12-15,Normal
2024-12-01,PROD-37672,Product 8144,Warehouse-Midwest,876,7,869,59,144,828.29,725582.04,2024-11-16,2024-12-07,Normal
2024-12-01,PROD-85141,Product 3658,Warehouse-North,964,34,930,25,176,1840.2,1773952.8,2024-11-22,2024-12-27,Low Stock
2024-12-01,PROD-85298,Product 3776,Warehouse-Central,461,36,425,26,115,1764.44,813406.84,2024-11-29,2025-01-06,Reorder Required
2024-12-01,PROD-24152,Product 5825,Warehouse-South,369,9,360,46,102,1831.25,675731.25,2024-11-26,2024-12-07,Overstocked
2024-12-01,PROD-71424,Product 4455,Warehouse-South,269,9,260,55,67,1669.88,449197.72,2024-11-16,2024-12-18,Overstocked
2024-12-01,PROD-70079,Product 6151,Warehouse-Central,757,46,711,97,50,1089.04,824403.28,2024-11-24,2024-12-31,Overstocked
2024-12-01,PROD-95879,Product 3045,Warehouse-Central,456,47,409,22,194,210.08,95796.48,2024-11-22,2024-12-24,Normal
2024-12-01,PROD-66643,Product 3117,Warehouse-Central,799,3,796,77,183,744.58,594919.42,2024-11-18,2024-12-06,Normal
2024-12-01,PROD-92987,Product 3139,Warehouse-North,973,30,943,66,125,1166.12,1134634.76,2024-11-04,2025-01-13,Reorder Required
2024-12-01,PROD-32295,Product 1627,Warehouse-West,896,12,884,58,189,409.94,367306.24,2024-11-28,2024-12-13,Normal
2024-12-01,PROD-87930,Product 1224,Warehouse-East,546,34,512,82,171,1207.54,659316.84,2024-11-02,2024-12-23,Overstocked
2024-12-01,PROD-37982,Product 9713,Warehouse-West,926,36,890,71,79,1970.28,1824479.28,2024-11-19,2024-12-20,Reorder Required
2024-12-01,PROD-65928,Product 4177,Warehouse-East,296,2,294,33,51,50.74,15019.04,2024-11-28,2024-12-10,Normal
2024-12-01,PROD-02391,Product 9149,Warehouse-West,167,37,130,59,99,1459.12,243673.04,2024-11-01,2024-12-18,Low Stock
2024-12-01,PROD-70322,Product 5337,Warehouse-Central,277,13,264,99,75,268.37,74338.49,2024-11-12,2024-12-29,Normal
2024-12-01,PROD-08660,Product 3399,Warehouse-West,744,0,744,59,64,980.85,729752.4,2024-11-18,2024-12-17,Overstocked
2024-12-01,PROD-43802,Product 4929,Warehouse-West,844,36,808,86,90,1000.04,844033.76,2024-11-21,2024-12-17,Normal
2024-12-01,PROD-10533,Product 8029,Warehouse-West,255,30,225,21,116,519.42,132452.1,2024-11-21,2024-12-02,Reorder Required
2024-12-01,PROD-25509,Product 1041,Warehouse-Central,653,38,615,28,140,1936.45,1264501.85,2024-11-25,2024-12-09,Normal
2024-12-01,PROD-94241,Product 3069,Warehouse-North,863,24,839,53,176,1043.14,900229.82,2024-11-18,2024-12-13,Normal
2024-12-01,PROD-35926,Product 4267,Warehouse-Midwest,78,38,40,59,194,1119.52,87322.56,2024-11-25,2024-12-24,Low Stock
2024-12-01,PROD-52610,Product 2689,Warehouse-South,530,26,504,68,123,15.03,7965.9,2024-11-06,2024-12-30,Overstocked
2024-12-01,PROD-47248,Product 9561,Warehouse-South,256,38,218,81,175,1090.8,279244.8,2024-11-26,2025-01-04,Reorder Required
2024-12-01,PROD-55063,Product 5005,Warehouse-South,920,11,909,37,74,1553.3,1429036.0,2024-11-17,2025-01-11,Normal
2024-12-01,PROD-02699,Product 9989,Warehouse-Midwest,906,25,881,60,82,925.42,838430.52,2024-11-29,2025-01-13,Normal
2024-12-01,PROD-02769,Product 7643,Warehouse-West,782,2,780,87,133,1805.34,1411775.88,2024-11-12,2024-12-06,Low Stock
2024-12-01,PROD-13904,Product 8673,Warehouse-South,453,11,442,34,77,119.53,54147.09,2024-11-07,2024-12-30,Reorder Required
2024-12-01,PROD-75902,Product 2064,Warehouse-Central,515,46,469,87,190,1123.38,578540.7,2024-11-03,2024-12-22,Low Stock
2024-12-01,PROD-61584,Product 4890,Warehouse-North,559,32,527,21,81,981.41,548608.19,2024-11-12,2025-01-03,Normal
2024-12-01,PROD-26587,Product 9530,Warehouse-West,109,13,96,74,53,1557.46,169763.14,2024-11-16,2024-12-25,Normal
2024-12-01,PROD-21155,Product 5688,Warehouse-East,894,22,872,83,57,88.07,78734.58,2024-11-24,2024-12-02,Normal
2024-12-01,PROD-81839,Product 9874,Warehouse-Central,775,29,746,43,197,476.4,369210.0,2024-11-18,2024-12-08,Low Stock
2024-12-01,PROD-05917,Product 2891,Warehouse-Central,128,11,117,97,141,739.93,94711.04,2024-11-06,2025-01-11,Normal
2024-12-01,PROD-25315,Product 8128,Warehouse-West,17,10,7,49,83,1681.41,28583.97,2024-11-05,2024-12-31,Low Stock
2024-12-01,PROD-49739,Product 7925,Warehouse-North,258,32,226,87,76,1073.02,276839.16,2024-11-22,2024-12-31,Overstocked
2024-12-01,PROD-81864,Product 5885,Warehouse-West,386,16,370,31,73,1058.13,408438.18,2024-11-06,2024-12-30,Normal
2024-12-01,PROD-22559,Product 6477,Warehouse-West,712,33,679,88,102,1599.34,1138730.08,2024-11-09,2024-12-28,Normal
2024-12-01,PROD-91627,Product 6521,Warehouse-East,747,38,709,45,98,1093.31,816702.57,2024-11-12,2024-12-31,Normal
2024-12-01,PROD-55039,Product 8357,Warehouse-Midwest,568,10,558,22,76,1810.76,1028511.68,2024-11-19,2024-12-30,Low Stock
2024-12-01,PROD-53211,Product 6328,Warehouse-West,809,38,771,74,126,316.95,256412.55,2024-11-30,2024-12-11,Overstocked
2024-12-01,PROD-09249,Product 4533,Warehouse-Central,211,26,185,36,155,563.86,118974.46,2024-11-04,2024-12-11,Normal
2024-12-01,PROD-30345,Product 6005,Warehouse-Midwest,454,6,448,42,183,354.58,160979.32,2024-11-27,2024-12-25,Normal
2024-12-01,PROD-70008,Product 4996,Warehouse-West,215,26,189,34,108,1307.56,281125.4,2024-11-10,2024-12-28,Low Stock
2024-12-01,PROD-07230,Product 7324,Warehouse-Midwest,246,42,204,34,169,902.78,222083.88,2024-11-20,2025-01-02,Reorder Required
2024-12-01,PROD-91886,Product 1236,Warehouse-South,229,28,201,73,65,609.3,139529.7,2024-11-08,2024-12-16,Normal
2024-12-01,PROD-07781,Product 2268,Warehouse-South,281,28,253,89,160,1043.8,293307.8,2024-11-07,2024-12-09,Low Stock
2024-12-01,PROD-90301,Product 7865,Warehouse-North,656,41,615,52,167,330.25,216644.0,2024-11-22,2025-01-15,Reorder Required
2024-12-01,PROD-92805,Product 2778,Warehouse-South,244,35,209,82,68,1446.76,353009.44,2024-11-02,2024-12-06,Reorder Required
2024-12-01,PROD-43629,Product 2147,Warehouse-North,49,14,35,32,168,1191.04,58360.96,2024-11-25,2024-12-02,Normal
2024-12-01,PROD-54644,Product 6620,Warehouse-East,152,13,139,78,64,609.74,92680.48,2024-11-22,2025-01-06,Low Stock
2024-12-01,PROD-72169,Product 4866,Warehouse-West,143,24,119,47,116,1493.11,213514.73,2024-11-25,2024-12-10,Normal
2024-12-01,PROD-24500,Product 8262,Warehouse-North,825,5,820,51,176,303.02,249991.5,2024-11-17,2024-12-18,Reorder Required
2024-12-01,PROD-65587,Product 6216,Warehouse-Midwest,375,0,375,45,171,408.57,153213.75,2024-11-17,2024-12-31,Normal
2024-12-01,PROD-83639,Product 1407,Warehouse-East,668,12,656,47,135,1439.54,961612.72,2024-11-02,2024-12-29,Reorder Required
2024-12-01,PROD-64954,Product 8991,Warehouse-East,93,26,67,65,137,1406.63,130816.59,2024-11-05,2024-12-26,Overstocked
2024-12-01,PROD-62732,Product 9977,Warehouse-South,787,2,785,57,103,1647.57,1296637.59,2024-11-14,2024-12-25,Overstocked
2024-12-01,PROD-09725,Product 4475,Warehouse-East,394,42,352,71,76,857.79,337969.26,2024-11-05,2024-12-23,Reorder Required
2024-12-01,PROD-97830,Product 8164,Warehouse-West,227,35,192,70,97,1117.35,253638.45,2024-11-21,2024-12-29,Normal
2024-12-01,PROD-12508,Product 6600,Warehouse-South,907,28,879,90,64,1784.18,1618251.26,2024-11-08,2024-12-14,Normal
2024-12-01,PROD-91982,Product 5088,Warehouse-Midwest,493,2,491,50,153,1086.24,535516.32,2024-11-14,2025-01-06,Overstocked
2024-12-01,PROD-20802,Product 8813,Warehouse-South,977,18,959,64,77,1003.99,980898.23,2024-11-02,2024-12-18,Overstocked
2024-12-01,PROD-46223,Product 1914,Warehouse-Midwest,967,0,967,82,150,586.68,567319.56,2024-11-22,2024-12-10,Normal
2024-12-01,PROD-75048,Product 4621,Warehouse-Midwest,774,44,730,46,197,1057.43,818450.82,2024-11-13,2024-12-08,Normal
2024-12-01,PROD-40380,Product 7343,Warehouse-West,369,14,355,99,107,435.56,160721.64,2024-11-23,2024-12-16,Reorder Required
2024-12-01,PROD-24324,Product 2079,Warehouse-West,391,25,366,29,182,1819.12,711275.92,2024-11-11,2024-12-03,Normal
2024-12-01,PROD-90754,Product 8287,Warehouse-East,312,21,291,35,54,512.5,159900.0,2024-11-13,2025-01-10,Normal
2024-12-01,PROD-81336,Product 2371,Warehouse-West,153,7,146,73,94,310.24,47466.72,2024-11-15,2025-01-10,Normal
